Date,Actual_NJ_Handle,Synthetic_NJ_Handle,Treatment_Effect
2023-03-16,20126.71204305244,13377.294937109667,6749.417105942774
2023-03-17,17431.73134784878,14144.853550949658,3286.8777968991235
2023-03-18,18478.258230990483,14001.885063544616,4476.373167445867
2023-03-19,18390.73281123229,13113.208932145719,5277.5238790865715
2023-03-20,18396.742739781137,13456.297572546304,4940.445167234833
2023-03-21,18602.08223367157,13539.330928092359,5062.75130557921
2023-03-22,18822.04319550529,13868.152827448668,4953.890368056624
2023-03-23,19103.91298449005,13863.685973214191,5240.227011275858
2023-03-24,17719.709716128535,13813.044452646813,3906.665263481722
2023-03-25,18946.978280855332,13415.225612350023,5531.752668505309
2023-03-26,18198.41310998182,14288.065625421152,3910.347484560667
2023-03-27,17894.70363803221,13831.945739933566,4062.7578980986436
2023-03-28,18039.759213199715,13058.350334106657,4981.408879093058
2023-03-29,16654.05661095111,13122.778191968411,3531.278418982698
2023-03-30,18445.73008200455,13931.373156516063,4514.356925488486
2023-03-31,17594.03674944261,13212.92858540795,4381.10816403466
2023-04-01,18091.833665875856,13556.010225489475,4535.823440386381
2023-04-02,17783.879648947404,13904.400129038771,3879.479519908633
2023-04-03,18412.14733647895,13269.83691664181,5142.310419837138
2023-04-04,17470.154951174583,13907.240274676951,3562.914676497632
2023-04-05,18828.25898849857,12788.552858790728,6039.70612970784
2023-04-06,17987.82344362392,13637.174282719288,4350.649160904633
2023-04-07,18936.73724299353,13575.806018547499,5360.9312244460325
2023-04-08,17369.652218471914,13596.809898018157,3772.8423204537576
2023-04-09,19267.740675397126,13734.866475086596,5532.874200310531
2023-04-10,17372.97792980255,13998.000451918748,3374.977477883802
2023-04-11,16575.291965814708,12841.597132434377,3733.6948333803302
2023-04-12,18262.152929421773,14572.230483016667,3689.922446405106
2023-04-13,16956.599984426422,13646.849988972073,3309.749995454349
2023-04-14,18086.845555369106,14368.422412520766,3718.42314284834
2023-04-15,16725.13220081428,13851.276920263124,2873.855280551157
2023-04-16,18449.944487892608,13069.278107590506,5380.666380302102
2023-04-17,19518.901358425654,13824.012384548263,5694.8889738773905
2023-04-18,16506.039437679814,13431.741276827415,3074.2981608523987
2023-04-19,17828.29266959532,13429.37021287835,4398.922456716971
2023-04-20,17653.488929252246,13632.845717825212,4020.6432114270337
2023-04-21,16750.832298250934,13454.433621268408,3296.398676982526
2023-04-22,17795.62348618345,13716.189034960255,4079.4344512231946
2023-04-23,18175.229874938024,13555.693235815073,4619.536639122951
2023-04-24,18378.080735321422,14149.276894008795,4228.803841312627
2023-04-25,18443.262887192966,13907.56030043422,4535.702586758747
2023-04-26,18044.603595788078,12855.70988499209,5188.893710795988
2023-04-27,17788.847092286942,13451.710620736063,4337.136471550879
2023-04-28,17264.69811409672,13989.576407913148,3275.1217061835705
2023-04-29,17833.14238075234,13223.168209577905,4609.974171174434
2023-04-30,17983.476572518335,13633.758213784658,4349.718358733677
2023-05-01,18620.09542944361,13656.19603671526,4963.899392728348
2023-05-02,17470.378475958514,13455.605128090323,4014.773347868191
2023-05-03,17464.90797683529,13959.200168877614,3505.707807957675
2023-05-04,16453.881861111833,13687.921488226673,2765.96037288516
2023-05-05,18571.095543266136,13422.961096049601,5148.134447216535
2023-05-06,17005.07566826111,13629.818815340319,3375.256852920791
2023-05-07,17865.802852584406,13975.501732347373,3890.3011202370326
2023-05-08,19212.234377266574,13422.862043639,5789.372333627574
2023-05-09,17671.60086587377,13428.125474333272,4243.475391540498
2023-05-10,18055.201389257,12885.800901937024,5169.400487319976
2023-05-11,17648.180646330657,13174.192450482657,4473.988195848
2023-05-12,16974.12306817916,13578.604297880926,3395.518770298235
2023-05-13,19475.166508988645,13474.609823475343,6000.556685513302
2023-05-14,17358.701061291256,13405.680052871341,3953.0210084199152
2023-05-15,19119.27716729022,13657.263731066687,5462.013436223533
2023-05-16,17922.298363257756,14046.095142757451,3876.203220500305
2023-05-17,18492.849916725387,14309.569173442898,4183.280743282488
2023-05-18,18668.832891797087,13067.831146431501,5601.0017453655855
2023-05-19,18806.74554914926,14293.667135657108,4513.0784134921505
2023-05-20,19046.048692120497,13369.577007374064,5676.471684746433
2023-05-21,19723.16560723916,13673.253878722751,6049.911728516408
2023-05-22,19420.020275022074,13117.591453768906,6302.428821253168
2023-05-23,17287.01142794583,13885.399822337,3401.6116056088285
2023-05-24,17582.80689741511,13434.684834791347,4148.122062623763
2023-05-25,18336.149475025966,13301.59650772487,5034.552967301097
2023-05-26,17847.261908324133,13625.755735262706,4221.506173061427
2023-05-27,19412.496851339427,13699.963189531654,5712.533661807773
2023-05-28,17902.975793524365,13115.976103352,4786.999690172364
2023-05-29,18417.16983866442,14627.988407292223,3789.181431372197
2023-05-30,17639.068200395748,13851.185229959408,3787.8829704363397
2023-05-31,18225.70787397082,13304.318078564145,4921.389795406674
2023-06-01,17437.318079761342,13309.341935678909,4127.976144082433
2023-06-02,16773.859892949247,13552.14463021196,3221.715262737287
2023-06-03,18069.558264099014,13960.740063339526,4108.818200759488
2023-06-04,19373.528554961176,13977.228236050985,5396.300318910191
2023-06-05,18832.77009765468,13400.102815092127,5432.667282562554
2023-06-06,17714.787497920694,14146.878498450315,3567.908999470379
2023-06-07,18451.840123449518,13149.009909284636,5302.830214164882
2023-06-08,19188.238111082563,13373.114675234749,5815.123435847814
2023-06-09,17310.11187546411,13733.68543241145,3576.42644305266
2023-06-10,18310.413347144437,14024.708197831565,4285.705149312871
2023-06-11,17377.35081249586,13479.763382859017,3897.587429636844
2023-06-12,17846.190232760262,13768.156379293598,4078.0338534666644
2023-06-13,18354.7016887318,12945.279708021873,5409.421980709925
2023-06-14,18558.49658935752,13299.03468687537,5259.461902482151
2023-06-15,18895.38749752192,13664.521057981761,5230.866439540157
2023-06-16,17545.198295479295,14017.360899645195,3527.8373958341
2023-06-17,16712.286985836232,14067.995314565856,2644.2916712703754
2023-06-18,17451.153402872118,13574.973893258282,3876.1795096138358
2023-06-19,17827.100303270876,13757.645168453586,4069.45513481729
2023-06-20,17937.65814633994,13523.95422188206,4413.703924457881
2023-06-21,18759.13720807997,13753.169792377172,5005.9674157027985
2023-06-22,16478.291770829084,13659.53730629188,2818.7544645372036
2023-06-23,19209.8769966526,13772.035483271058,5437.841513381543
2023-06-24,17557.517919943228,13898.0598734748,3659.4580464684277
2023-06-25,17581.656362023932,13328.072076027742,4253.58428599619
2023-06-26,18210.262186252257,13404.144676500495,4806.117509751763
2023-06-27,18789.52940689413,14061.904456474836,4727.624950419293
2023-06-28,17637.58006077885,13785.35418604611,3852.2258747327414
2023-06-29,17805.049322659703,13310.092974845962,4494.956347813741
2023-06-30,18519.12294461767,13124.17218344545,5394.95076117222
